12.5236,122.19,241,1,0,0,0
13.791,121.83,412,12,0,0,0
12.771,122.14,420,4,0,0,0
20.3496,120.15,920,73,16,0,0
12.1497,122.23,398,3,0,0,0
15.3595,121.48,438,9,0,0,0
19.4658,120.48,632,61,1,0,0
42.7838,113.92,640,217,130,3,0
12.925,122.12,381,0,0,0,0
14.4227,121.76,378,3,0,0,0
20.4735,120.07,659,50,15,1,0
21.2288,120.12,423,33,2,0,0
22.2893,118.14,628,54,6,2,1
17.5389,120.87,552,27,3,1,0
28.9461,117.66,723,129,41,7,0
29.5173,112.73,601,111,22,6,4
61.4995,101.75,715,379,389,25,9
14.8949,121.63,455,9,0,0,0
13.9226,121.84,457,7,0,0,0
15.2803,121.52,453,11,0,0,0
46.7395,104.02,576,219,123,9,13
46.3826,107.25,606,187,118,12,17
45.7752,106.14,613,193,105,12,17
46.474,110.2,582,214,127,7,10
45.8009,109.13,591,212,117,12,8
48.1485,112.47,703,262,212,1,0
54.3831,104.84,629,283,238,22,6
42.5991,113.05,768,293,146,9,1
41.8766,107.99,692,279,106,5,3
39.5787,111.7,745,227,108,3,2
34.5465,114.81,851,210,77,4,2
56.0176,105.77,641,348,272,7,2
22.487,119.61,860,109,11,3,0
45.3846,110.81,579,227,124,5,5
43.6363,109.21,630,181,104,11,14
43.471,110.49,577,239,115,1,8
50.2128,109.91,523,259,155,2,1
49.6622,109.29,542,223,163,8,4
27.3946,118.27,744,110,45,1,0
27.9343,118.09,751,101,46,2,0
26.3292,118.54,752,104,43,1,0
27.0028,118.42,741,114,44,1,0
56.7213,109.83,576,310,281,11,0
44.6787,110.94,599,204,128,6,3
46.3966,107.31,573,222,132,8,5
21.6383,119.62,883,80,14,6,0
20.6361,120.25,887,93,3,0,0
29.981,114.36,789,145,56,0,1
27.4379,118.05,820,119,51,1,0
16.8209,121.12,450,18,4,0,0
17.2405,121.06,405,15,0,0,0
13.6399,121.92,328,6,1,0,0
15.6681,121.47,304,7,0,0,0
15.3563,121.56,447,13,0,0,0
14.3434,121.76,371,9,0,0,0
15.6837,121.42,339,8,0,0,0
11.9693,122.31,377,3,0,0,0
18.2593,120.56,332,20,1,0,1
25.6106,118.87,413,46,17,0,0
14.1674,121.81,311,3,0,0,0
50.2406,111.55,700,290,241,4,0
50.4107,106.36,683,253,220,20,2
54.7524,108.8,686,317,277,4,1
49.564,108.9,813,318,249,6,4
50.867,111.47,871,411,314,3,1
58.2728,107.56,646,341,324,14,3
44.0595,110.18,615,187,126,5,7
46.0013,110.44,593,163,173,2,1
28.0674,115.08,735,123,46,2,1
22.9068,119.46,793,93,20,1,0
31.7052,115.06,458,79,48,3,2
29.7625,117.64,467,90,32,1,0
13.7741,121.0,423,4,0,0,0
12.3331,122.24,425,2,0,0,0
16.2173,121.21,604,23,1,0,0
42.7826,111.57,599,219,114,7,1
42.1814,112.68,596,227,110,6,1
43.419,108.61,617,206,98,8,11
24.5904,119.1,772,91,37,0,0
41.4457,112.11,639,176,116,0,1
60.1372,104.9,891,517,491,22,5
23.6014,119.48,432,51,15,0,0
44.9125,[109.55]
22.0677,119.89,442,55,1,0,0
23.8028,119.42,437,57,4,0,0
20.9647,120.03,441,51,6,0,0
23.9196,119.42,502,67,8,0,0
22.5182,119.73,514,52,11,0,0
19.0772,120.59,536,41,0,0,0
14.8002,121.62,554,14,1,0,0
13.9305,121.82,560,9,0,0,0
16.2838,121.26,552,17,0,0,0
42.2936,112.04,536,219,91,1,1
17.5256,120.98,1044,57,0,0,0
16.9087,121.11,1050,51,0,0,0
40.1781,111.31,555,173,86,0,1
30.7893,113.36,635,136,40,3,1
16.1256,121.26,335,7,0,0,0
13.2464,121.99,337,5,0,0,0
13.1597,121.9,338,3,0,1,0
12.5955,122.14,340,2,0,0,0
14.5213,121.74,142,1,0,0,0
15.5043,121.55,141,2,0,0,0
13.3496,122.0,142,1,0,0,0
14.2699,121.74,140,3,0,0,0
13.1182,122.05,142,1,0,0,0
16.5527,121.23,369,9,0,0,0
14.8532,121.59,367,11,0,0,0
14.7462,121.67,368,10,0,0,0
13.8459,121.89,371,7,0,0,0
14.4667,121.73,371,6,1,0,0
14.1981,121.73,368,10,0,0,0
13.8458,121.89,373,5,0,0,0
16.3347,121.28,610,16,2,0,0
35.4247,115.9,713,161,91,5,0
34.6384,116.3,705,183,82,0,0
56.3842,105.89,991,481,503,3,2
40.648,114.97,638,180,114,0,0
58.6388,105.48,788,508,425,5,4
41.3404,113.21,699,229,112,8,2
39.5299,115.07,573,185,90,0,0
20.4614,118.17,807,52,11,0,1
19.8529,118.12,796,60,12,0,3
19.6527,120.13,797,62,12,0,0
16.8032,121.12,410,20,2,0,0
15.5,121.49,322,10,0,0,0
14.3687,121.73,417,10,0,0,0
12.4458,122.19,422,5,0,0,0
