18.2392,118.37,321,12,4,0,1
12.7293,122.13,242,3,0,0,0
13.9476,121.75,389,8,0,0,0
14.9664,121.57,469,9,0,0,0
17.7984,120.93,434,16,0,0,0
15.5369,121.38,377,20,0,0,0
19.9911,120.41,534,43,6,0,0
15.8798,117.77,362,3,0,0,1
17.4145,120.99,394,19,1,0,0
16.4068,121.25,598,24,1,0,0
17.8447,120.89,686,33,4,0,0
13.7647,121.85,153,1,1,0,0
15.1457,121.52,151,4,0,0,0
14.5478,121.73,154,1,0,0,0
13.7863,121.92,154,1,0,0,0
11.7593,122.37,154,1,0,0,0
12.3985,122.2,338,4,0,0,0
11.4269,122.43,311,2,0,0,0
12.1364,122.26,237,3,0,0,0
14.3743,121.78,152,1,0,0,0
13.8796,121.88,151,2,0,0,0
14.3118,121.81,153,0,0,0,0
12.4824,122.22,153,0,0,0,0
13.699,121.9,342,4,0,0,0
11.4389,122.45,346,0,0,0,0
17.1172,121.07,390,13,0,0,0
12.4454,122.19,269,3,0,0,0
15.4864,121.47,532,18,0,0,0
15.1588,121.61,538,12,0,0,0
16.7688,121.13,350,16,0,0,0
14.5721,121.72,372,6,0,0,0
18.1294,120.69,428,26,4,0,0
15.082,121.45,366,12,0,0,0
16.4304,121.18,453,10,1,0,0
15.9166,121.42,365,13,0,0,0
14.435,121.73,366,12,0,0,0
14.2964,121.72,369,9,0,0,0
14.1889,121.7,371,7,0,0,0
13.5562,121.86,371,7,0,0,0
13.4541,121.89,373,5,0,0,0
13.3276,121.93,372,6,0,0,0
13.3124,122.01,375,3,0,0,0
41.9751,114.16,657,183,149,1,0
42.0073,113.99,663,184,138,5,0
19.1695,120.48,489,40,2,0,0
19.513,120.45,596,42,2,0,0
28.99,112.8,479,73,36,1,1
30.9956,117.25,469,76,44,1,0
14.4503,121.74,297,4,0,0,0
15.7378,121.45,295,6,0,0,0
12.9381,122.09,299,2,0,0,0
29.7802,112.09,845,180,39,1,4
31.6649,117.19,634,136,51,0,0
25.6606,118.9,900,139,30,0,0
21.6677,119.84,482,58,3,0,0
32.273,116.76,638,131,56,2,0
31.5417,112.1,655,112,52,3,5
35.9625,109.13,606,148,64,5,4
34.3558,110.39,617,149,56,3,2
27.9999,118.12,669,103,39,3,0
24.0954,119.29,702,90,22,0,0
35.0523,112.14,850,177,111,5,1
41.1887,108.93,745,265,122,9,3
18.6469,120.59,286,21,0,0,0
18.3382,117.48,373,23,2,0,1
17.157,121.01,412,19,2,0,0
17.9868,120.73,407,22,4,0,0
15.0993,121.59,454,11,0,0,0
25.6944,118.66,525,77,18,2,0
14.0833,121.83,398,5,0,0,0
18.8443,120.65,426,26,1,0,0
50.9417,108.61,644,242,214,9,2
19.8535,120.31,553,52,5,0,0
19.1046,120.49,375,28,3,0,0
20.2262,120.31,582,35,5,0,0
21.8268,120.03,580,37,5,0,0
42.4179,112.92,690,168,122,7,3
19.9633,118.8,352,28,3,1,1
16.189,121.26,365,19,1,0,0
16.7926,121.14,252,10,0,0,0
17.5152,120.93,393,25,0,0,0
16.683,121.18,298,13,0,0,0
18.113,120.81,344,18,0,0,0
19.2241,120.52,365,24,0,0,0
20.0096,120.35,301,25,0,0,0
19.7081,120.39,367,28,4,0,0
14.8939,121.65,371,5,0,0,0
24.3424,119.19,718,87,21,0,0
15.3116,121.51,528,17,0,0,0
13.4162,121.91,393,9,0,0,0
14.4683,121.74,397,5,0,0,0
13.3304,122.01,400,2,0,0,0
15.3808,121.48,271,6,0,0,0
14.7334,121.64,275,2,0,0,0
17.2728,121.06,338,16,0,0,0
19.6739,120.48,482,34,0,0,0
18.6704,120.54,396,21,2,1,0
33.1887,110.51,804,176,68,8,4
59.9533,101.86,610,311,322,13,13
56.5084,106.09,596,348,272,12,1
36.459,114.41,516,149,46,8,3
33.9969,113.01,867,167,106,2,1
19.4386,119.96,215,14,0,0,0
14.6588,121.74,230,0,0,0,0
31.5444,116.87,642,128,45,0,0
21.486,119.84,695,83,5,2,0
19.6661,120.4,730,50,4,1,0
39.1382,114.86,702,156,130,2,0
14.6346,121.66,357,9,0,0,0
15.7766,121.3,435,16,4,0,0
18.4317,120.81,340,14,0,0,0
16.2586,121.27,501,21,0,0,0
13.1987,122.0,354,6,0,0,0
16.4638,121.26,282,8,0,0,0
17.5422,120.96,340,15,0,0,0
21.0443,120.18,350,19,1,0,0
16.9666,121.14,330,11,0,0,0
24.7877,118.87,317,30,18,0,0
19.7397,120.42,469,29,2,0,0
18.5408,120.72,375,24,0,0,0
22.6938,118.02,866,74,25,2,1
20.6639,118.82,869,82,15,1,1
23.4713,119.36,846,90,32,0,0
17.4279,121.04,321,10,0,0,0
27.3755,118.13,667,124,24,0,0
19.3695,120.44,399,32,1,0,0
15.9095,121.33,347,14,0,0,0
16.0585,121.21,556,24,0,0,0
19.591,120.49,490,17,6,0,0
17.7054,120.94,481,20,1,0,0
35.6756,116.05,604,168,75,1,0
16.3759,121.3,446,8,0,0,0
30.3785,112.59,837,129,44,7,7
19.9161,115.9,640,45,4,1,1
24.4327,113.94,796,83,15,4,2
24.455,119.14,792,79,27,2,0
26.8313,111.02,870,124,21,3,6
24.5509,114.58,886,107,27,2,2
33.7304,114.25,442,144,35,0,2
16.0138,121.43,313,4,0,0,0
14.0293,121.83,442,6,0,0,0
15.9271,121.32,493,16,3,0,0
15.8753,121.4,416,11,0,0,0
17.8457,120.88,389,22,1,0,0
14.9537,121.62,331,6,0,0,0
14.632,121.62,296,10,2,0,0
14.5274,121.71,278,4,0,0,0
16.2473,121.29,499,15,1,0,0
